State,Library ID,Submission Year,Library Name,Street Address,City,Zip Code,Longitude,Latitude,State Code,County Code,County,County Population,Print_Collection_Expenditures,Digital_Collection_Expenditures,Total Collection Expenditures,Total Operating Expenditures,Print Collection,Digital Collection,Audio Collection,Library Visits,Registered Users
AK,AK0001,2015,ANCHOR POINT PUBLIC LIBRARY,72551 MILO FRITZ AVENUE,ANCHOR POINT,99556,-151.8400068,59.7796042,2,122,KENAI PENINSULA,57477,3021.0,0.0,4030.0,21282.0,16843.0,0.0,258.0,5379.0,396.0
AK,AK0002,2015,ANCHORAGE PUBLIC LIBRARY,3600 DENALI STREET,ANCHORAGE,99503,-149.876781,61.187677,2,20,ANCHORAGE,301010,700747.0,198422.0,1152280.0,10910542.0,481861.0,9773.0,28552.0,942873.0,119619.0
AK,AK0003,2015,ANDERSON VILLAGE LIBRARY,101 FIRST STREET,ANDERSON,99744,-149.1786346,64.3435982,2,68,DENALI,1921,2206.0,425.0,3508.0,11449.0,15304.0,0.0,48.0,874.0,161.0
AK,AK0006,2015,KUSKOKWIM CONSORTIUM LIBRARY,420 CHIEF EDDIE HOFFMAN HIGHWAY,BETHEL,99559,-161.8029566,60.7857552,2,50,BETHEL,17868,8295.0,1635.0,14801.0,261212.0,34115.0,165.0,434.0,44980.0,1500.0
AK,AK0007,2015,BIG LAKE PUBLIC LIBRARY,3140 SOUTH BIG LAKE ROAD,BIG LAKE,99652,-149.818403,61.546612,2,170,MATANUSKA-SUSITNA,97882,21552.0,0.0,21552.0,347675.0,23810.0,9773.0,1813.0,43285.0,3878.0
AK,AK0008,2015,CANTWELL COMMUNITY LIBRARY,1 SCHOOL ROAD,CANTWELL,99729,-148.757407,63.461051,2,68,DENALI,1921,4846.0,0.0,5483.0,20720.0,14550.0,0.0,208.0,3000.0,170.0
AK,AK0011,2015,CHINIAK PUBLIC LIBRARY,43318 SPRUCE WAY,CHINIAK,99615,-152.2325806,57.6122291,2,150,KODIAK ISLAND,13986,4123.0,224.0,6148.0,78540.0,4893.0,40.0,246.0,1029.0,55.0
AK,AK0014,2015,COLD BAY PUBLIC LIBRARY,10 BARANOV ROAD,COLD BAY,99571,-162.7133916,55.206634,2,13,ALEUTIANS EAST,3360,2164.0,0.0,3938.0,71103.0,7033.0,5.0,191.0,1600.0,105.0
AK,AK0015,2015,COOPER LANDING COMMUNITY LIBRARY,MILE .8 BEAN CREEK ROAD,COOPER LANDING,99572,-150.010519,60.487401,2,122,KENAI PENINSULA,57477,4788.0,0.0,5288.0,30060.0,3778.0,121.0,219.0,3349.0,545.0
AK,AK0016,2015,CORDOVA PUBLIC LIBRARY,622 FIRST STREET,CORDOVA,99574,-145.766031,60.5479952,2,261,VALDEZ-CORDOVA,9488,9164.0,1500.0,11016.0,469985.0,20459.0,9773.0,350.0,22918.0,2073.0
AK,AK0017,2015,CRAIG PUBLIC LIBRARY,504 THIRD STREET,CRAIG,99921,-133.1514564,55.4761261,2,198,PR WALES-OUTER KE,6396,20605.0,1100.0,28265.0,192281.0,9981.0,10120.0,195.0,18370.0,2729.0
AK,AK0018,2015,IPNATCHIAQ LIBRARY,59 MAIN STREET,DEERING,99736,0.0,0.0,2,188,NORTHWEST ARCTIC,7717,100.0,0.0,100.0,9636.0,10738.0,31.0,425.0,300.0,32.0
AK,AK0019,2015,DELTA COMMUNITY LIBRARY,2291 DEBORAH STREET,DELTA JUNCTION,99737,-145.7334852,64.0465711,2,240,SE FAIRBANK,6931,8157.0,0.0,9157.0,202197.0,15911.0,9773.0,622.0,46008.0,6026.0
AK,AK0020,2015,DILLINGHAM PUBLIC LIBRARY,306 D STREET WEST,DILLINGHAM,99576,-158.4667361,59.0402542,2,70,DILLINGHAM,4988,8236.0,0.0,11042.0,181014.0,23669.0,9773.0,1034.0,40202.0,2497.0
AK,AK0021,2015,EAGLE PUBLIC LIBRARY,4TH & AMUNDSEN,EAGLE,99738,-141.201518,64.786619,2,240,SE FAIRBANK,6931,3178.0,456.0,7119.0,89818.0,10015.0,9773.0,725.0,2142.0,290.0
AK,AK0023,2015,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES,1215 COWLES STREET,FAIRBANKS,99701,-147.738617,64.838318,2,90,FAIRBANKS NORTH STAR,99357,364265.0,171313.0,639918.0,5972128.0,325687.0,14828.0,21644.0,316711.0,56977.0
AK,AK0025,2015,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,299 ANTOSKI ROAD,GALENA,99741,-156.8723252,64.7480237,2,290,YUKON-KOYUKUK,5547,3311.0,0.0,3510.0,32457.0,9549.0,0.0,0.0,3720.0,400.0
AK,AK0027,2015,COPPER VALLEY COMMUNITY LIBRARY,MILE 186 GLENN HIGHWAY,GLENNALLEN,99588,-146.050333,62.198412,2,261,VALDEZ-CORDOVA,9488,5045.0,699.0,6343.0,39552.0,18531.0,16.0,708.0,6377.0,790.0
AK,AK0028,2015,GUSTAVUS PUBLIC LIBRARY,14 GUSTAVUS ROAD,GUSTAVUS,99826,-135.726709,58.4130833,2,105,SKAGWAY-ANGOON,2082,6381.0,600.0,6981.0,74718.0,12262.0,9773.0,112.0,10311.0,750.0
AK,AK0029,2015,HAINES BOROUGH PUBLIC LIBRARY,111 THIRD AVENUE SOUTH,HAINES,99827,-135.4480632,59.232844,2,100,HAINES,2566,14426.0,1500.0,18176.0,478073.0,32415.0,9773.0,2623.0,87933.0,2316.0
AK,AK0030,2015,TRI-VALLEY COMMUNITY LIBRARY,400 SUNTRANA STREET,HEALY,99743,-149.0170333,63.8734912,2,68,DENALI,1921,6281.0,1500.0,8248.0,34113.0,27668.0,9773.0,1005.0,5532.0,969.0
AK,AK0031,2015,HOLLIS PUBLIC LIBRARY,NO. 1 HOLLIS CHILKAT ROAD,HOLLIS,99950,-133.075907,55.781881,2,198,PR WALES-OUTER KE,6396,1766.0,0.0,3229.0,47861.0,18050.0,11.0,370.0,2000.0,300.0
AK,AK0032,2015,HOMER PUBLIC LIBRARY,500 HAZEL AVENUE,HOMER,99603,-151.544299,59.640502,2,122,KENAI PENINSULA,57477,64200.0,6409.0,82751.0,799213.0,39354.0,9773.0,2097.0,124102.0,10193.0
AK,AK0033,2015,HOPE COMMUNITY LIBRARY,18487 A AVENUE,HOPE,99605,-149.445094,60.109417,2,122,KENAI PENINSULA,57477,3272.0,0.0,3272.0,15339.0,5663.0,0.0,199.0,1632.0,172.0
AK,AK0035,2015,JUNEAU PUBLIC LIBRARIES,292 MARINE WAY,JUNEAU,99801,-134.4036617,58.2984755,2,110,JUNEAU,32406,133586.0,17435.0,166821.0,2276470.0,120886.0,9773.0,5204.0,294448.0,24305.0
AK,AK0037,2015,KASILOF PUBLIC LIBRARY,58231 STERLING HIGHWAY,KASILOF,99610,-151.2603381,60.3125872,2,122,KENAI PENINSULA,57477,3177.0,0.0,3312.0,34485.0,12904.0,0.0,164.0,5000.0,387.0
AK,AK0038,2015,KENAI COMMUNITY LIBRARY,163 MAIN STREET LOOP,KENAI,99611,-151.2442311,60.5585732,2,122,KENAI PENINSULA,57477,60721.0,6549.0,71746.0,813093.0,76934.0,9773.0,1762.0,101084.0,12196.0
AK,AK0039,2015,KETCHIKAN PUBLIC LIBRARY,1110 COPPER RIDGE LANE,KETCHIKAN,99901,-131.650729,55.352711,2,130,KETCHIKAN GATEWAY,13787,79595.0,2349.0,104481.0,1077604.0,60006.0,9707.0,5109.0,97656.0,9076.0
AK,AK0040,2015,KODIAK PUBLIC LIBRARY,612 EGAN WAY,KODIAK,99615,0.0,0.0,2,150,KODIAK ISLAND,13986,28584.0,30000.0,64434.0,836376.0,73278.0,9773.0,2634.0,150000.0,10187.0
AK,AK0041,2015,CHUKCHI CONSORTIUM LIBRARY,604 THIRD STREET,KOTZEBUE,99752,-162.5928328,66.8970613,2,188,NORTHWEST ARCTIC,7717,14736.0,0.0,19094.0,283431.0,23488.0,0.0,270.0,31300.0,958.0
AK,AK0044,2015,MCGRATH COMMUNITY LIBRARY,249 F STREET,MCGRATH,99627,-160.065507,62.909259,2,290,YUKON-KOYUKUK,5547,3022.0,868.0,3890.0,75616.0,14124.0,5.0,13.0,4529.0,270.0
AK,AK0046,2015,CENTENNIAL LIBRARY,4TH & MILTON STREET,METLAKATLA,99926,-131.575207,55.128483,2,198,PR WALES-OUTER KE,6396,5656.0,0.0,6088.0,68248.0,12802.0,9773.0,135.0,3508.0,350.0
AK,AK0047,2015,MARTIN MONSEN REGIONAL LIBRARY,101 MAIN STREET,NAKNEK,99633,-156.6675022,58.6820703,2,60,BRISTOL BAY,957,12566.0,0.0,15193.0,276195.0,13383.0,0.0,282.0,10247.0,561.0
AK,AK0048,2015,NENANA PUBLIC LIBRARY,106 EAST SECOND STREET,NENANA,99760,-149.0928496,64.5624425,2,290,YUKON-KOYUKUK,5547,5900.0,52.0,7497.0,106622.0,7919.0,266.0,873.0,6656.0,1095.0
AK,AK0051,2015,NINILCHIK COMMUNITY LIBRARY,15850 STERLING HIGHWAY,NINILCHIK,99639,-151.6922728,60.0277445,2,122,KENAI PENINSULA,57477,4453.0,0.0,4939.0,30008.0,10301.0,9773.0,250.0,5500.0,261.0
AK,AK0052,2015,KEGOAYAH KOZGA LIBRARY,223 FRONT STREET,NOME,99762,-165.4054974,64.4973222,2,180,NOME,9817,17193.0,0.0,17881.0,341130.0,20748.0,0.0,267.0,27000.0,2168.0
AK,AK0053,2015,NORTHWAY COMMUNITY/SCHOOL LIBRARY,496 NORTHWAY ROAD,NORTHWAY,99764,-141.9362156,62.95927,2,240,SE FAIRBANK,6931,2018.0,0.0,2618.0,25188.0,4391.0,0.0,193.0,400.0,66.0
AK,AK0055,2015,PALMER PUBLIC LIBRARY,655 SOUTH VALLEY WAY,PALMER,99645,-149.113048,61.599967,2,170,MATANUSKA-SUSITNA,97882,39150.0,0.0,39150.0,609269.0,61371.0,9773.0,2574.0,91387.0,8460.0
AK,AK0056,2015,PELICAN PUBLIC LIBRARY,166 SALMON WAY,PELICAN,99832,-136.2239227,57.9587365,2,105,SKAGWAY-ANGOON,2082,1611.0,0.0,4273.0,69371.0,9974.0,0.0,300.0,3956.0,342.0
AK,AK0057,2015,PETERSBURG PUBLIC LIBRARY,14 SOUTH SECOND STREET,PETERSBURG,99833,0.0,0.0,2,195,WRANGELL-PETERSBU,3160,22034.0,1500.0,41747.0,410584.0,26537.0,9773.0,1684.0,73000.0,3346.0
AK,AK0058,2015,JESSIE WAKEFIELD MEMORIAL LIBRARY,207 SPRUCE DRIVE,PORT LIONS,99550,-152.883684,57.86639,2,150,KODIAK ISLAND,13986,1900.0,0.0,3075.0,81755.0,9573.0,50.0,233.0,3154.0,170.0
AK,AK0061,2015,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,930 TOLSTOI BOULEVARD,ST. PAUL,99660,-170.2800724,57.1209898,2,16,ALEUTIANS WEST,5750,3975.0,0.0,3975.0,36331.0,13392.0,6.0,49.0,3200.0,323.0
AK,AK0064,2015,SELDOVIA PUBLIC LIBRARY,260 SELDOVIA STREET,SELDOVIA,99663,-151.7145869,59.4386818,2,122,KENAI PENINSULA,57477,4327.0,0.0,5718.0,29415.0,8830.0,0.0,372.0,5138.0,355.0
AK,AK0065,2015,SEWARD COMMUNITY LIBRARY MUSEUM,239 6TH AVENUE,SEWARD,99664,0.0,0.0,2,122,KENAI PENINSULA,57477,24680.0,0.0,29767.0,432284.0,28734.0,9773.0,1098.0,77300.0,7639.0
AK,AK0067,2015,KETTLESON MEMORIAL LIBRARY,320 HARBOR DRIVE,SITKA,99835,-135.3345211,57.0495852,2,220,SITKA,8900,72500.0,4100.0,92100.0,882571.0,62664.0,9773.0,4485.0,149293.0,11843.0
AK,AK0068,2015,SKAGWAY PUBLIC LIBRARY,769 STATE STREET,SKAGWAY,99840,-135.3080232,59.4606145,2,230,SKAGWAY-ANGOON,1036,8376.0,0.0,9183.0,220094.0,9400.0,15.0,223.0,12064.0,1252.0
AK,AK0069,2015,JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY,235 NORTH BINKLEY ST.,SOLDOTNA,99669,0.0,0.0,2,122,KENAI PENINSULA,57477,84439.0,1600.0,92114.0,524727.0,44009.0,9773.0,3354.0,64443.0,10384.0
AK,AK0070,2015,SUTTON PUBLIC LIBRARY/COMMUNITY RESOURCE CENTER,11301 NORTH CHICKALOON WAY,SUTTON,99674,-148.977161,61.705952,2,170,MATANUSKA-SUSITNA,97882,14960.0,0.0,14960.0,316577.0,14209.0,9773.0,789.0,21434.0,1044.0
AK,AK0072,2015,TALKEETNA PUBLIC LIBRARY,23151 SOUTH TALKEETNA SPUR ROAD,TALKEETNA,99676,-150.1080973,62.3215917,2,170,MATANUSKA-SUSITNA,97882,30306.0,0.0,30306.0,297653.0,16380.0,9773.0,1333.0,36990.0,3938.0
AK,AK0073,2015,TANANA COMMUNITY/SCHOOL LIBRARY,89 FRONT STREET,TANANA,99777,-151.957314,65.329839,2,290,YUKON-KOYUKUK,5547,1950.0,0.0,3500.0,78651.0,9330.0,0.0,267.0,1360.0,229.0
AK,AK0074,2015,DERMOTT O'TOOLE MEMORIAL LIBRARY,707 WEST TENAKEE AVENUE,TENAKEE SPRINGS,99841,-135.2169506,57.7800673,2,105,SKAGWAY-ANGOON,2082,2694.0,0.0,4894.0,44764.0,6676.0,73.0,0.0,2570.0,167.0
AK,AK0075,2015,TOK COMMUNITY LIBRARY,MILE 1314 ALASKA HIGHWAY,TOK,99780,-142.214893,63.910262,2,240,SE FAIRBANK,6931,3565.0,0.0,4228.0,33519.0,11198.0,2.0,642.0,4028.0,348.0
AK,AK0077,2015,VALDEZ CONSORTIUM LIBRARY,212 FAIRBANKS DRIVE,VALDEZ,99686,-146.353396,61.129882,2,261,VALDEZ-CORDOVA,9488,21313.0,3000.0,26869.0,442826.0,49864.0,9773.0,6731.0,32859.0,757.0
AK,AK0078,2015,WASILLA PUBLIC LIBRARY,391 NORTH MAIN STREET,WASILLA,99654,-149.441482,61.583125,2,170,MATANUSKA-SUSITNA,97882,56809.0,3479.0,69493.0,1072477.0,52147.0,9720.0,2050.0,83230.0,10212.0
AK,AK0080,2015,WILLOW PUBLIC LIBRARY,23557 WEST WILLOW COMMUNITY CENTER,WILLOW,99688,-150.851603,61.33519,2,170,MATANUSKA-SUSITNA,97882,18660.0,0.0,18660.0,285020.0,24068.0,9773.0,1563.0,43043.0,2077.0
AK,AK0081,2015,IRENE INGLE PUBLIC LIBRARY,124 SECOND STREET,WRANGELL,99929,-132.386938,56.4730653,2,275,WRANGELL,2364,25060.0,1500.0,26560.0,309718.0,34260.0,9773.0,1184.0,29799.0,1396.0
AK,AK0082,2015,AKIAK SCHOOL/COMMUNITY LIBRARY,1 KILBUCK ROAD,AKIAK,99552,-161.228344,60.917795,2,50,BETHEL,17868,3849.0,0.0,3849.0,47600.0,8969.0,0.0,90.0,6000.0,314.0
AK,AK0085,2015,FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY,MILE 5 EDGERTON HIGHWAY,KENNY LAKE,99573,-144.043021,61.709958,2,261,VALDEZ-CORDOVA,9488,2728.0,0.0,4595.0,17835.0,7670.0,0.0,614.0,2541.0,482.0
AK,AK0087,2015,KOYUK PUBLIC LIBRARY,3RD AND BIRCH STREET,KOYUK,99753,-161.141837,64.93803,2,180,NOME,9817,2200.0,500.0,2882.0,89962.0,3280.0,0.0,50.0,2420.0,321.0
AK,AK0091,2015,TULUKSAK SCHOOL/COMMUNITY LIBRARY,1 PHILLIP STREET,TULUKSAK,99679,-160.952397,61.107769,2,50,BETHEL,17868,2700.0,0.0,3200.0,11500.0,7142.0,0.0,136.0,3950.0,300.0
AK,AK0094,2015,TUZZY CONSORTIUM LIBRARY,5421 NORTH STAR STREET,BARROW,99723,-156.7534146,71.2984603,2,185,NORTH SLOPE,9703,38204.0,16573.0,64636.0,1060138.0,51932.0,12710.0,1653.0,60672.0,2841.0
AK,AK0095,2015,AKIACHAK SCHOOL/COMMUNITY LIBRARY,1 MAIN STREET,AKIACHAK,99551,-161.825068,59.012567,2,50,BETHEL,17868,4238.0,1615.0,6253.0,45828.0,13795.0,0.0,522.0,14000.0,619.0
AK,AK0097,2015,ESTHER GREENWALD LIBRARY,366 GARTEENI HIGHWAY,HOONAH,99829,-135.4385608,58.1082582,2,105,SKAGWAY-ANGOON,2082,3891.0,2124.0,6196.0,96438.0,18588.0,9773.0,86.0,11612.0,677.0
AK,AK0099,2015,MOOSE PASS PUBLIC LIBRARY,38100 DEPOT ROAD,MOOSE PASS,99631,-149.3684553,60.4873228,2,122,KENAI PENINSULA,57477,6388.0,685.0,8254.0,31201.0,6773.0,9773.0,65.0,1984.0,250.0
AK,AK0100,2015,TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY,9127 MAIN STREET,NIKOLAI,99691,-154.377316,63.010723,2,290,YUKON-KOYUKUK,5547,4750.0,0.0,5500.0,16600.0,5170.0,48.0,190.0,1751.0,35.0
AK,AK0101,2015,SAND POINT COMMUNITY/SCHOOL LIBRARY,123 RED COVE ROAD,SAND POINT,99661,-160.4813624,55.3533513,2,13,ALEUTIANS EAST,3360,18050.0,270.0,20670.0,66553.0,19500.0,17.0,0.0,19360.0,225.0
AK,AK0102,2015,EGEGIK VILLAGE LIBRARY,289 AIRPORT ROAD,EGEGIK,99579,-157.345234,58.210776,2,164,LAKE AND PENINSULA,1631,1531.0,98.0,3567.0,78749.0,3283.0,25.0,39.0,550.0,106.0
AK,AK0103,2015,TRAPPER CREEK PUBLIC LIBRARY,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,-150.246221,62.3072213,2,170,MATANUSKA-SUSITNA,97882,15059.0,0.0,15059.0,159922.0,13115.0,9773.0,1406.0,6170.0,2109.0
AK,AK0104,2015,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,210 MAIN STREET,HOLY CROSS,99602,-160.023886,62.057258,2,290,YUKON-KOYUKUK,5547,4750.0,0.0,5500.0,78500.0,5990.0,0.0,0.0,3000.0,177.0
AK,AK0113,2015,OUZINKIE TRIBAL MEDIA CENTER,216 THIRD STREET,OUZINKIE,99644,-152.4946421,57.9225351,2,150,KODIAK ISLAND,13986,1790.0,0.0,5503.0,101214.0,2295.0,0.0,0.0,4600.0,55.0
AK,AK0114,2015,ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY,NO. 1 ELEMENTARY SCHOOL ROAD,ST. GEORGE,99591,-169.616909,56.581679,2,16,ALEUTIANS WEST,5750,3529.0,0.0,3529.0,38950.0,5228.0,210.0,0.0,680.0,34.0
AK,AK0115,2015,UNALASKA PUBLIC LIBRARY,64 ELEANOR DRIVE,UNALASKA,99685,-166.5295673,53.8704886,2,16,ALEUTIANS WEST,5750,26157.0,6529.0,42022.0,726104.0,40713.0,9773.0,881.0,113205.0,7249.0
AK,AK0116,2015,ANIAK PUBLIC LIBRARY,270 RIVERFRONT DRIVE,ANIAK,99557,-156.70387,61.496996,2,50,BETHEL,17868,802.0,266.0,3631.0,135151.0,3938.0,55.0,0.0,3100.0,533.0
AK,AK0117,2015,HYDER PUBLIC LIBRARY,50 MAIN STREET,HYDER,99923,-130.054261,55.9512325,2,198,PR WALES-OUTER,6396,2072.0,372.0,3924.0,76281.0,8317.0,0.0,3.0,1563.0,91.0
AK,AK0120,2015,INNOKO RIVER COMMUNITY/SCHOOL AND TRIBAL LIBRARY,101 PINE STREET,SHAGELUK,99665,-159.837595,62.682486,2,290,YUKON-KOYUKUK,5547,4750.0,0.0,5500.0,78500.0,3920.0,15.0,64.0,1460.0,79.0
AK,AK0121,2015,BLACKWELL COMMUNITY/SCHOOL LIBRARY,100 WHITE SPRUCE TRAIL,ANVIK,99558,-159.72838,63.235938,2,290,YUKON-KOYUKUK,5547,2047.0,0.0,2351.0,113811.0,3135.0,110.0,80.0,420.0,75.0
AK,AK0122,2015,DAVID LOUIS COMMUNITY/SCHOOL LIBRARY,DAVID LOUIS SCHOOL BUILDING,GRAYLING,99590,-159.676935,64.075022,2,290,YUKON-KOYUKUK,5547,763.0,0.0,763.0,56142.0,7353.0,0.0,5.0,560.0,191.0
AK,AK0124,2015,LAKE MINCHUMINA COMMUNITY LIBRARY,123 FRONT STREET,LAKE MINCHUMINA,99757,-152.427523,63.848952,2,290,YUKON-KOYUKUK,5547,2162.0,0.0,3332.0,71448.0,4323.0,0.0,210.0,1876.0,30.0
AK,AK0126,2015,IGIUGIG TRIBAL LIBRARY,1 AIRPORT WAY,IGIUGIG,99613,-156.57377,58.748921,2,60,LAKE AND PENINSULA,957,3584.0,0.0,3584.0,85154.0,10300.0,9773.0,141.0,1722.0,82.0
AK,AK0127,2015,COFFMAN COVE COMMUNITY LIBRARY,108 NW DENALI ALLEY,COFFMAN COVE,99918,-131.69729,55.357009,2,198,PR WALES-OUTER KE,6396,2904.0,769.0,3673.0,53910.0,15493.0,0.0,0.0,4215.0,174.0
AK,AK0130,2015,THORNE BAY PUBLIC LIBRARY,120 FREEMAN DRIVE,THORNE BAY,99919,-132.5233422,55.6868741,2,198,PR WALES-OUTER KE,6396,2598.0,0.0,2898.0,33976.0,4892.0,0.0,171.0,2263.0,385.0
AK,AK0134,2015,WHALE PASS COMMUNITY LIBRARY,BEACH ROAD LOT 3 BLOCK 14,WHALE PASS,99950,-133.1211057,56.1135692,2,198,PR WALES-OUTER KE,6396,2637.0,0.0,4796.0,71118.0,5943.0,0.0,131.0,2691.0,274.0
AK,AK0135,2015,TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER,2 MAIN STREET,TOGIAK,99678,0.0,0.0,2,70,DILLINGHAM,4988,26729.0,0.0,26729.0,125730.0,17000.0,45.0,0.0,7150.0,407.0
AK,AK0136,2015,SCAMMON BAY PUBLIC LIBRARY,103 MAIN STREET,SCAMMON BAY,99662,-166.081432,61.534112,2,270,WADE HAMPTON,8010,2000.0,0.0,2000.0,18276.0,3990.0,0.0,40.0,470.0,528.0
AK,AK0137,2015,KLUKWAN COMMUNITY/SCHOOL LIBRARY,315 MISSION STREET,KLUKWAN,99827,-135.448159,59.23259,2,100,HAINES,2566,4409.0,699.0,6174.0,109398.0,6270.0,0.0,105.0,1119.0,341.0
AL,AL0001,2015,CARL ELLIOTT REGIONAL LIBRARY SYSTEM,98 18TH STREET EAST,JASPER,35501,-87.2739076,33.8333948,1,127,WALKER,65471,14512.0,6000.0,20512.0,246705.0,0.0,19749.0,0.0,209399.0,0.0
AL,AL0002,2015,ARLEY PUBLIC LIBRARY,6788 COUNTY ROAD 41,ARLEY,35541,-87.2234374,34.0500512,1,133,WINSTON,24150,4620.0,4375.0,8995.0,46191.0,9429.0,19749.0,272.0,5880.0,1853.0
AL,AL0005,2015,DOUBLE SPRINGS PUBLIC LIBRARY,637 BLAKE DRIVE,DOUBLE SPRINGS,35553,-87.3833998,34.1469989,1,133,WINSTON,24150,4576.0,4375.0,8951.0,47869.0,11092.0,19749.0,5.0,5580.0,1825.0
AL,AL0006,2015,HALEYVILLE PUBLIC LIBRARY,913 20TH STREET,HALEYVILLE,35565,-87.623363,34.2263998,1,133,WINSTON,24150,5584.0,4375.0,9959.0,90365.0,12690.0,19749.0,100.0,18148.0,3745.0
AL,AL0007,2015,JASPER PUBLIC LIBRARY,98 EAST 18TH STREET,JASPER,35501,-87.2739076,33.8333948,1,127,WALKER,65471,25392.0,0.0,27818.0,194783.0,60375.0,19749.0,445.0,49367.0,15715.0
AL,AL0009,2015,SUMITON PUBLIC LIBRARY,416 STATE STREET,SUMITON,35148,-87.0495275,33.7495769,1,127,WALKER,65471,4673.0,4375.0,9048.0,61235.0,10743.0,19749.0,43.0,6420.0,2656.0
AL,AL0010,2015,CHEAHA REGIONAL LIBRARY,935 COLEMAN STREET,HEFLIN,36264,-85.5889203,33.6437581,1,29,CLEBURNE,15080,7574.0,1200.0,12140.0,101694.0,20650.0,8418.0,2690.0,1242.0,8721.0
AL,AL0011,2015,ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY,736 COLLEGE STREET,ROANOKE,36274,-85.3706895,33.1495407,1,111,RANDOLPH,22539,9357.0,0.0,9357.0,106055.0,19886.0,0.0,375.0,32696.0,7383.0
AL,AL0012,2015,ASHLAND CITY PUBLIC LIBRARY,11 2ND AVENUE NORTH,ASHLAND,36251,-85.837242,33.274741,1,27,CLAY,13552,7598.0,1500.0,9192.0,65934.0,24119.0,20285.0,341.0,13914.0,4414.0
AL,AL0013,2015,SYLACAUGA - B. B. COMER MEMORIAL LIBRARY,314 NORTH BROADWAY AVENUE,SYLACAUGA,35150,-86.2507305,33.1718114,1,121,TALLADEGA,81322,23224.0,13776.0,38945.0,729931.0,100884.0,20513.0,1269.0,59425.0,30490.0
AL,AL0014,2015,CHEROKEE COUNTY PUBLIC LIBRARY,310 MARY STREET,CENTRE,35960,-85.6763663,34.1493617,1,19,CHEROKEE,26037,14336.0,0.0,22661.0,156638.0,32438.0,0.0,1263.0,40778.0,12400.0
AL,AL0015,2015,CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,124 NINTH AVENUE SW,CHILDERSBURG,35044,-86.3556694,33.2775588,1,121,TALLADEGA,81322,21628.0,1500.0,24978.0,143117.0,59707.0,20801.0,1758.0,21148.0,12990.0
AL,AL0016,2015,LINCOLN PUBLIC LIBRARY,49 COMPLEX DRIVE,LINCOLN,35096,-86.1235871,33.6044887,1,121,TALLADEGA,81322,8560.0,0.0,8560.0,118893.0,14447.0,0.0,155.0,8174.0,3819.0
AL,AL0017,2015,LINEVILLE PUBLIC LIBRARY,60119 HIGHWAY 49,LINEVILLE,36266,-85.7544585,33.3145941,1,27,CLAY,13552,3742.0,0.0,4342.0,24581.0,15415.0,0.0,678.0,5401.0,2546.0
AL,AL0018,2015,HEFLIN - LUCILE L. MORGAN PUBLIC LIBRARY,541 ROSS STREET,HEFLIN,36264,-85.5878737,33.6437218,1,29,CLEBURNE,15080,1603.0,0.0,1920.0,31672.0,17526.0,0.0,301.0,9332.0,4802.0
AL,AL0019,2015,OXFORD PUBLIC LIBRARY,110 EAST 6TH STREET,OXFORD,36203,-85.8355168,33.6097203,1,15,CALHOUN,115916,29394.0,0.0,35335.0,295335.0,55199.0,20285.0,3320.0,32000.0,20913.0
AL,AL0020,2015,TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,202 SOUTH STREET EAST,TALLADEGA,35160,-86.0997635,33.4331188,1,121,TALLADEGA,81322,25041.0,0.0,25264.0,414221.0,150437.0,21087.0,1819.0,63200.0,18515.0
AL,AL0022,2015,ABBEVILLE MEMORIAL LIBRARY,301 KIRKLAND STREET,ABBEVILLE,36310,-85.2504667,31.5672929,1,67,HENRY,17190,7375.0,0.0,8856.0,121931.0,26348.0,20285.0,844.0,31759.0,6278.0
AL,AL0023,2015,ARITON - DOT LANEY MEMORIAL LIBRARY,30 WEST MAIN STREET,ARITON,36311,-85.7194125,31.6001879,1,45,DALE,49484,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
AL,AL0024,2015,HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,17 PARK STREET,HEADLAND,36345,-85.3419344,31.3523595,1,67,HENRY,17190,15143.0,1000.0,22396.0,133750.0,15276.0,20801.0,489.0,26000.0,4171.0
AL,AL0025,2015,BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,164 SOUTH MAIN STREET,BRUNDIDGE,36010,-85.8155105,31.7189493,1,109,PIKE,33389,28558.0,0.0,37732.0,158417.0,12109.0,0.0,147.0,9070.0,2521.0
